chromosome,position,coverage
NW_003526940.1,2532290,481
NW_003526940.1,2532303,519
NW_003526940.1,2532305,522
NW_003526940.1,2532306,530
NW_003526940.1,2532320,538
NW_003526940.1,2532321,540
NW_003526940.1,2532327,551
NW_003526940.1,2532328,558
NW_003526940.1,2532332,557
NW_003526940.1,2532334,555
NW_003526940.1,2532349,533
NW_003526940.1,2532350,533
NW_003526940.1,2532355,560
NW_003526940.1,2532356,616
NW_003526940.1,2532357,623
NW_003526940.1,2532360,626
NW_003526940.1,2532361,630
NW_003526940.1,2532362,664
NW_003526940.1,2532363,666
NW_003526940.1,2532364,622
NW_003526940.1,2532365,675
NW_003526940.1,2532367,687
NW_003526940.1,2532370,697
NW_003526940.1,2532373,710
NW_003526940.1,2532374,708
NW_003526940.1,2532375,718
NW_003526940.1,2532376,724
NW_003526940.1,2532378,730
NW_003526940.1,2532379,738
NW_003526940.1,2532380,742
NW_003526940.1,2532381,745
NW_003526940.1,2532386,735
NW_003526940.1,2532387,734
NW_003526940.1,2532391,730
NW_003526940.1,2532394,714
NW_003526940.1,2532395,705
NW_003526940.1,2532397,701
NW_003526940.1,2532402,676
NW_003526940.1,2532406,665
NW_003526940.1,2532407,667
NW_003526940.1,2532410,661
NW_003526940.1,2532413,646
NW_003526940.1,2532419,625
NW_003526940.1,2532424,601
NW_003526940.1,2532425,578
NW_003526940.1,2532430,534
NW_003526940.1,2532431,539
NW_003526940.1,2532437,535
NW_003526940.1,2532438,537
NW_003526940.1,2532439,534
NW_003526940.1,2532440,535
NW_003526940.1,2532442,536
NW_003526940.1,2532444,538
NW_003526940.1,2532447,536
NW_003526940.1,2532449,536
NW_003526940.1,2532451,534
NW_003526940.1,2532453,531
NW_003526940.1,2532455,534
NW_003526940.1,2532456,534
NW_003526940.1,2532457,534
NW_003526940.1,2532470,454
NW_003526940.1,2532484,355
NW_003526940.1,2532487,348
NW_003526940.1,2532491,339
NW_003526940.1,2532495,333
NW_003526940.1,2532505,308
NW_003526940.1,2532506,339
NW_003526940.1,2532514,348
NW_003526940.1,2532524,359
NW_003526940.1,2532528,374
NW_003526940.1,2532533,369
NW_003526940.1,2532534,371
NW_003526940.1,2532535,377
NW_003526940.1,2532557,385
NW_003526940.1,2532563,393
NW_003526940.1,2532569,394
NW_003526940.1,2532570,393
NW_003526940.1,2532577,392
NW_003526940.1,2532610,422
NW_003526940.1,2532619,407
NW_003526940.1,2532622,484
NW_003526940.1,2532623,486
NW_003526940.1,2532627,503
NW_003526940.1,2532628,510
NW_003526940.1,2532659,495
NW_003526940.1,2532686,423
NW_003526940.1,2532687,437
NW_003526940.1,2532689,437
NW_003526940.1,2532690,444
NW_003526940.1,2532692,445
NW_003526940.1,2532693,447
NW_003526940.1,2532694,449
NW_003526940.1,2532725,374
NW_003526940.1,2533844,127
NW_003526940.1,2533857,129
NW_003526940.1,2534305,168
NW_003526940.1,2534307,166
NW_003526940.1,2534319,176
NW_003526940.1,2535528,101
NW_003526940.1,2535538,100
NW_003526940.1,2536817,68
NW_003526940.1,2536819,73
NW_003526940.1,2536822,86
NW_003526940.1,2536823,95
NW_003526940.1,2536824,208
NW_003526940.1,2536825,219
NW_003526940.1,2536827,231
NW_003526940.1,2536828,238
NW_003526940.1,2536829,249
NW_003526940.1,2536830,258
NW_003526940.1,2536832,263
NW_003526940.1,2536833,268
NW_003526940.1,2536835,279
NW_003526940.1,2536839,290
NW_003526940.1,2536840,299
NW_003526940.1,2536841,306
NW_003526940.1,2536842,310
NW_003526940.1,2536844,318
NW_003526940.1,2536847,337
NW_003526940.1,2536850,345
NW_003526940.1,2536853,355
NW_003526940.1,2536855,364
NW_003526940.1,2536858,371
NW_003526940.1,2536859,375
NW_003526940.1,2536861,380
NW_003526940.1,2536862,384
NW_003526940.1,2536863,386
NW_003526940.1,2536864,395
NW_003526940.1,2536869,413
NW_003526940.1,2536871,416
NW_003526940.1,2536875,436
NW_003526940.1,2536877,441
NW_003526940.1,2536880,445
NW_003526940.1,2536882,449
NW_003526940.1,2536895,494
NW_003526940.1,2536897,514
NW_003526940.1,2536900,531
NW_003526940.1,2536908,551
NW_003526940.1,2536914,533
NW_003526940.1,2536918,530
NW_003526940.1,2536922,551
NW_003526940.1,2536926,606
NW_003526940.1,2536929,619
NW_003526940.1,2536930,621
NW_003526940.1,2536938,635
NW_003526940.1,2536940,635
NW_003526940.1,2536944,627
NW_003526940.1,2536949,606
NW_003526940.1,2536954,582
NW_003526940.1,2536960,586
NW_003526940.1,2536961,586
NW_003526940.1,2536964,597
NW_003526940.1,2536966,595
NW_003526940.1,2536968,605
NW_003526940.1,2536969,607
NW_003526940.1,2536970,614
NW_003526940.1,2536971,616
NW_003526940.1,2536972,612
NW_003526940.1,2536976,627
NW_003526940.1,2536977,634
NW_003526940.1,2536978,642
NW_003526940.1,2536979,645
NW_003526940.1,2536980,650
NW_003526940.1,2536981,655
NW_003526940.1,2536982,663
NW_003526940.1,2536983,663
NW_003526940.1,2536984,668
NW_003526940.1,2536985,671
NW_003526940.1,2536986,675
NW_003526940.1,2536987,678
NW_003526940.1,2536988,685
NW_003526940.1,2536989,687
NW_003526940.1,2536990,692
NW_003526940.1,2536991,693
NW_003526940.1,2536992,697
NW_003526940.1,2536993,705
NW_003526940.1,2536995,712
NW_003526940.1,2536996,714
NW_003526940.1,2536998,728
NW_003526940.1,2536999,727
NW_003526940.1,2537000,721
NW_003526940.1,2537002,728
NW_003526940.1,2537005,742
NW_003526940.1,2537006,748
NW_003526940.1,2537008,745
NW_003526940.1,2537012,746
NW_003526940.1,2537013,773
NW_003526940.1,2537014,780
NW_003526940.1,2537015,781
NW_003526940.1,2537016,786
NW_003526940.1,2537017,789
NW_003526940.1,2537021,786
NW_003526940.1,2537022,738
NW_003526940.1,2537027,723
NW_003526940.1,2537028,723
NW_003526940.1,2537030,719
NW_003526940.1,2537036,706
NW_003526940.1,2537038,697
NW_003526940.1,2537039,700
NW_003526940.1,2537040,698
NW_003526940.1,2537041,701
NW_003526940.1,2537042,701
NW_003526940.1,2537043,703
NW_003526940.1,2537059,629
NW_003526940.1,2537060,633
NW_003526940.1,2537242,16
NW_003526940.1,2537346,65
NW_003526940.1,2537354,84
NW_003526940.1,2537359,94
NW_003526940.1,2537388,30
NW_003526940.1,2537389,101
NW_003526940.1,2537394,133
NW_003526940.1,2537399,139
NW_003526940.1,2537400,140
NW_003526940.1,2537403,3
NW_003526940.1,2537404,145
NW_003526940.1,2537405,154
NW_003526940.1,2542196,166
NW_003526940.1,2735301,290
NW_003526940.1,2735304,297
NW_003526940.1,2735368,235
NW_003526940.1,2735592,130
NW_003526940.1,2735607,123
NW_003526940.1,2735698,47
NW_003526940.1,2736433,45
NW_003526940.1,2736457,75
NW_003526940.1,2736458,77
NW_003526940.1,2736465,90
NW_003526940.1,2740315,115
NW_003526940.1,2744197,122
NW_003526940.1,2744200,141
NW_003526940.1,2744201,147
NW_003526940.1,2744203,154
NW_003526940.1,2744204,159
NW_003526940.1,2744215,205
NW_003526940.1,2744216,209
NW_003526940.1,2744217,211
NW_003526940.1,2744218,216
NW_003526940.1,2744224,229
NW_003526940.1,2744230,236
NW_003526940.1,2744293,329
NW_003526940.1,2744298,336
NW_003526940.1,2744301,344
NW_003526940.1,2745015,58
NW_003526940.1,2745016,389
NW_003526940.1,2745023,582
NW_003526940.1,2745024,612
NW_003526940.1,2745025,635
NW_003526940.1,2745027,750
NW_003526940.1,2745028,814
NW_003526940.1,2745029,878
NW_003526940.1,2745031,948
NW_003526940.1,2745033,1046
NW_003526940.1,2745034,1094
NW_003526940.1,2745035,1138
NW_003526940.1,2745036,1183
NW_003526940.1,2745041,1372
NW_003526940.1,2745045,1532
NW_003526940.1,2745046,1560
NW_003526940.1,2745047,1613
NW_003526940.1,2745049,1720
NW_003526940.1,2745051,1825
NW_003526940.1,2745054,2004
NW_003526940.1,2745055,2052
NW_003526940.1,2745059,2242
NW_003526940.1,2745060,2302
NW_003526940.1,2745061,2366
NW_003526940.1,2745062,2417
NW_003526940.1,2745064,2512
NW_003526940.1,2745068,2765
NW_003526940.1,2745069,2829
NW_003526940.1,2745071,2994
NW_003526940.1,2745074,3180
NW_003526940.1,2745079,3475
NW_003526940.1,2745081,3560
NW_003526940.1,2745084,3686
NW_003526940.1,2745085,3728
NW_003526940.1,2745086,3773
NW_003526940.1,2745088,3869
NW_003526940.1,2745097,4541
NW_003526940.1,2745099,4655
NW_003526940.1,2745100,4730
NW_003526940.1,2745103,4979
NW_003526940.1,2745104,5056
NW_003526940.1,2745105,5138
NW_003526940.1,2745107,5258
NW_003526940.1,2745108,5326
NW_003526940.1,2745109,5420
NW_003526940.1,2745112,5649
NW_003526940.1,2745113,5706
NW_003526940.1,2745116,5927
NW_003526940.1,2745117,5997
NW_003526940.1,2745118,6059
NW_003526940.1,2745122,6300
NW_003526940.1,2745123,6369
NW_003526940.1,2745126,6513
NW_003526940.1,2745127,6571
NW_003526940.1,2745128,6611
NW_003526940.1,2745129,6662
NW_003526940.1,2745131,6730
NW_003526940.1,2745132,6772
NW_003526940.1,2745133,6828
NW_003526940.1,2745134,6883
NW_003526940.1,2745135,6918
NW_003526940.1,2745136,6946
NW_003526940.1,2745137,6996
NW_003526940.1,2745142,7088
NW_003526940.1,2745143,7103
NW_003526940.1,2745144,7146
NW_003526940.1,2745145,7172
NW_003526940.1,2745146,7213
NW_003526940.1,2745147,7230
NW_003526940.1,2745148,7263
NW_003526940.1,2745149,7318
NW_003526940.1,2745150,7345
NW_003526940.1,2745151,7382
NW_003526940.1,2745152,7394
NW_003526940.1,2745158,7453
NW_003526940.1,2745160,7453
NW_003526940.1,2745171,7646
NW_003526940.1,2745176,7506
NW_003526940.1,2745177,7476
NW_003526940.1,2745180,7448
NW_003526940.1,2745185,7376
NW_003526940.1,2745186,7364
NW_003526940.1,2745187,7370
NW_003526940.1,2745192,7320
NW_003526940.1,2745240,5432
NW_003526940.1,2745285,3098
NW_003526940.1,2745893,51
NW_003526940.1,2745935,128
NW_003526940.1,2745936,132
NW_003526940.1,2745941,139
NW_003526940.1,2745942,143
NW_003526940.1,2745943,144
NW_003526940.1,2745951,155
NW_003526940.1,2746067,144
NW_003526940.1,2746961,181
NW_003526940.1,2746999,178
NW_003526940.1,2747034,203
NW_003526940.1,2747037,200
NW_003526940.1,2747097,196
NW_003526940.1,2747107,207
NW_003526940.1,2747108,208
NW_003526940.1,2747117,210
NW_003526940.1,2747129,232
NW_003526940.1,2748218,54
NW_003526940.1,2751139,138
NW_003526940.1,2752734,1
NW_003526940.1,2752740,48
NW_003526940.1,2752741,51
NW_003526940.1,2752743,53
NW_003526940.1,2752788,80
NW_003526940.1,2752834,108
NW_003526940.1,2753790,47
NW_003526940.1,2754588,133
NW_003526940.1,2754592,132
NW_003526940.1,2754596,129
NW_003526940.1,2756092,5
NW_003526940.1,2756093,11
NW_003526940.1,2790887,6
NW_003526940.1,2790888,7
NW_003526940.1,2790899,16
NW_003526940.1,2790900,17
NW_003526940.1,2790940,79
NW_003526940.1,2790944,78
NW_003526940.1,2790945,81
NW_003526940.1,2790948,83
NW_003526940.1,2790953,86
NW_003526940.1,2790958,89
NW_003526940.1,2790962,93
NW_003526940.1,2790972,99
NW_003526940.1,2790975,100
NW_003526940.1,2791180,68
NW_003526940.1,2791196,56
NW_003526940.1,2791204,56
NW_003526940.1,2791205,57
NW_003526940.1,2793880,27
NW_003526940.1,2793881,28
NW_003526940.1,2793896,39
NW_003526940.1,2794125,156
NW_003526940.1,2794158,186
NW_003526940.1,2794165,178
NW_003526940.1,2794175,186
NW_003526940.1,2794179,188
NW_003526940.1,2794184,186
NW_003526940.1,2794195,183
NW_003526940.1,2794200,180
NW_003526940.1,2797772,55
NW_003526940.1,2799980,70
NW_003526940.1,2801825,9
NW_003526940.1,2805380,68
NW_003526940.1,2805396,83
NW_003526940.1,2805400,91
NW_003526940.1,2805402,92
NW_003526940.1,2806640,17
NW_003526940.1,2806641,17
NW_003526940.1,2806659,24
NW_003526940.1,2806811,33
NW_003526940.1,2807874,99
NW_003526940.1,2807879,97
NW_003526940.1,2807903,81
NW_003526940.1,2810070,29
NW_003526940.1,2810102,33
NW_003526940.1,2810112,32
NW_003526940.1,2810350,29
NW_003526940.1,2813671,43
NW_003526940.1,2818782,200
NW_003526940.1,2818785,228
NW_003526940.1,2818787,239
NW_003526940.1,2818790,259
NW_003526940.1,2818791,267
NW_003526940.1,2818792,284
NW_003526940.1,2818793,292
NW_003526940.1,2818795,312
NW_003526940.1,2818796,328
NW_003526940.1,2818797,341
NW_003526940.1,2818806,420
NW_003526940.1,2818810,487
NW_003526940.1,2818811,510
NW_003526940.1,2818812,526
NW_003526940.1,2818833,1001
NW_003526940.1,2818834,1032
NW_003526940.1,2818838,1168
NW_003526940.1,2818841,1246
NW_003526940.1,2818847,1408
NW_003526940.1,2818848,1438
NW_003526940.1,2818849,1457
NW_003526940.1,2818850,1472
NW_003526940.1,2818857,1669
NW_003526940.1,2818858,1699
NW_003526940.1,2818860,1745
NW_003526940.1,2818866,1909
NW_003526940.1,2818868,1973
NW_003526940.1,2818874,2105
NW_003526940.1,2818879,2200
NW_003526940.1,2818880,2218
NW_003526940.1,2818883,2256
NW_003526940.1,2818887,2305
NW_003526940.1,2818890,2326
NW_003526940.1,2818897,2387
NW_003526940.1,2818903,2499
NW_003526940.1,2818905,2555
NW_003526940.1,2818906,2583
NW_003526940.1,2818913,2792
NW_003526940.1,2818914,2812
NW_003526940.1,2818918,2966
NW_003526940.1,2818919,2997
NW_003526940.1,2818920,3038
NW_003526940.1,2818921,3062
NW_003526940.1,2818922,3077
NW_003526940.1,2818923,3107
NW_003526940.1,2818924,3147
NW_003526940.1,2818928,3233
NW_003526940.1,2818929,3257
NW_003526940.1,2818930,3270
NW_003526940.1,2818933,3299
NW_003526940.1,2818935,3311
NW_003526940.1,2818936,3312
NW_003526940.1,2818940,3316
NW_003526940.1,2818945,3301
NW_003526940.1,2818946,3307
NW_003526940.1,2818950,3300
NW_003526940.1,2818951,3321
NW_003526940.1,2818955,3297
NW_003526940.1,2818956,3285
NW_003526940.1,2818957,3281
NW_003526940.1,2818958,3272
NW_003526940.1,2818959,3263
NW_003526940.1,2818960,3251
NW_003526940.1,2818961,3242
NW_003526940.1,2818963,3211
NW_003526940.1,2818964,3201
NW_003526940.1,2818965,3195
NW_003526940.1,2818966,3191
NW_003526940.1,2818970,3151
NW_003526940.1,2818973,3124
NW_003526940.1,2818980,3085
NW_003526940.1,2818981,3074
NW_003526940.1,2818988,2911
NW_003526940.1,2818991,2858
NW_003526940.1,2818993,2799
NW_003526940.1,2819031,2052
NW_003526940.1,2819034,1938
NW_003526940.1,2819562,589
NW_003526940.1,2821750,4
NW_003526940.1,2821811,131
NW_003526940.1,2821971,630
NW_003526940.1,2822004,646
NW_003526940.1,2823263,81
NW_003526940.1,2823313,82
NW_003526940.1,2828024,266
NW_003526940.1,2828483,126
NW_003526940.1,2828648,192
NW_003526940.1,2828652,188
NW_003526940.1,2828666,179
NW_003526940.1,2828695,150
NW_003526940.1,2828712,123
NW_003526940.1,2828729,109
NW_003526940.1,2828733,110
NW_003526940.1,2828901,32
NW_003526943.1,2670242,180
NW_003526943.1,2670243,180
NW_003526943.1,2670492,159
NW_003526943.1,2670691,150
NW_003526943.1,2674119,157
NW_003526943.1,2675672,152
NW_003526943.1,2676492,188
NW_003526943.1,2676951,178
NW_003526943.1,2679273,159
NW_003526943.1,2680015,136
NW_003526943.1,2680025,134
NW_003526943.1,2680030,133
NW_003526943.1,2680033,135
NW_003526943.1,2680036,135
NW_003526943.1,2680037,135
NW_003526943.1,2680038,132
NW_003526943.1,2680041,132
NW_003526943.1,2680044,130
NW_003526943.1,2680051,132
NW_003526943.1,2680052,134
NW_003526943.1,2680055,133
NW_003526943.1,2680057,137
NW_003526943.1,2680058,137
NW_003526943.1,2680060,137
NW_003526943.1,2680062,140
NW_003526943.1,2680063,142
NW_003526943.1,2680065,146
NW_003526943.1,2680067,150
NW_003526943.1,2680068,150
NW_003526943.1,2680073,148
NW_003526943.1,2680074,147
NW_003526943.1,2680077,147
NW_003526943.1,2680079,146
NW_003526943.1,2680083,142
NW_003526943.1,2680087,141
NW_003526943.1,2680091,140
NW_003526943.1,2680093,139
NW_003526943.1,2680095,138
NW_003526943.1,2680098,134
NW_003526943.1,2680099,135
NW_003526943.1,2680101,135
NW_003526943.1,2680102,136
NW_003526943.1,2680103,137
NW_003526943.1,2680105,137
NW_003526943.1,2680107,136
NW_003526943.1,2680109,136
NW_003526943.1,2680118,133
NW_003526943.1,2680121,136
NW_003526943.1,2680123,137
NW_003526943.1,2680127,139
NW_003526943.1,2680129,146
NW_003526943.1,2680131,146
NW_003526943.1,2680132,146
NW_003526943.1,2680133,147
NW_003526943.1,2680134,149
NW_003526943.1,2680137,150
NW_003526943.1,2680139,150
NW_003526943.1,2680141,149
NW_003526943.1,2680142,150
NW_003526943.1,2680143,151
NW_003526943.1,2680146,150
NW_003526943.1,2680147,151
NW_003526943.1,2680149,153
NW_003526943.1,2680179,25
NW_003526943.1,2680181,26
NW_003526943.1,2680186,28
NW_003526943.1,2680197,35
NW_003526943.1,2680217,44
NW_003526943.1,2680550,43
NW_003526943.1,2680578,47
NW_003526943.1,2680591,50
NW_003526943.1,2680592,52
NW_003526943.1,2680600,58
NW_003526943.1,2680628,61
NW_003526943.1,2680643,61
NW_003526943.1,2680646,59
NW_003526943.1,2680650,60
NW_003526943.1,2680661,63
NW_003526943.1,2680664,67
NW_003526943.1,2680671,72
NW_003526943.1,2682119,89
NW_003526943.1,2687265,44
NW_003526943.1,2687270,46
NW_003526943.1,2687272,44
NW_003526943.1,2687290,43
NW_003526943.1,2687416,3
NW_003526943.1,2687417,106
NW_003526943.1,2687418,107
NW_003526943.1,2687420,108
NW_003526943.1,2687425,114
NW_003526943.1,2687427,118
NW_003526943.1,2687431,122
NW_003526943.1,2687432,123
NW_003526943.1,2687433,124
NW_003526943.1,2687439,133
NW_003526943.1,2687450,142
NW_003526943.1,2693523,181
NW_003526943.1,2696638,7
NW_003526943.1,4570298,151
NW_003526943.1,4570319,146
NW_003526943.1,4570321,144
NW_003526943.1,4570323,145
NW_003526943.1,4570324,147
NW_003526943.1,4570326,147
NW_003526943.1,4570329,148
NW_003526943.1,4570332,142
NW_003526943.1,4570335,142
NW_003526943.1,4570338,143
NW_003526943.1,4570343,141
NW_003526943.1,4570345,139
NW_003526943.1,4570349,142
NW_003526943.1,4570350,142
NW_003526943.1,4570354,142
NW_003526943.1,4570355,141
NW_003526943.1,4570358,139
NW_003526943.1,4570359,140
NW_003526943.1,4570361,139
NW_003526943.1,4570362,140
NW_003526943.1,4570363,141
NW_003526943.1,4570365,147
NW_003526943.1,4570366,148
NW_003526943.1,4570367,149
NW_003526943.1,4570369,151
NW_003526943.1,4570370,152
NW_003526943.1,4570371,152
NW_003526943.1,4570372,153
NW_003526943.1,4570377,155
NW_003526943.1,4570379,157
NW_003526943.1,4570382,157
NW_003526943.1,4570383,157
NW_003526943.1,4570385,156
NW_003526943.1,4570386,156
NW_003526943.1,4570389,155
NW_003526943.1,4570390,154
NW_003526943.1,4570391,154
NW_003526943.1,4570392,156
NW_003526943.1,4570396,152
NW_003526943.1,4570398,154
NW_003526943.1,4570400,153
NW_003526943.1,4570401,156
NW_003526943.1,4570403,153
NW_003526943.1,4570409,149
NW_003526943.1,4570410,150
NW_003526943.1,4570412,148
NW_003526943.1,4570415,144
NW_003526943.1,4570416,146
NW_003526943.1,4570418,143
NW_003526943.1,4570419,144
NW_003526943.1,4570421,144
NW_003526943.1,4570422,146
NW_003526943.1,4570427,143
NW_003526943.1,4570457,249
NW_003526943.1,4570459,275
NW_003526943.1,4570462,277
NW_003526943.1,4570464,160
NW_003526943.1,4570466,163
NW_003526943.1,4570469,166
NW_003526943.1,4570501,185
NW_003526943.1,4570539,186
NW_003526943.1,4570545,180
NW_003526943.1,4571719,137
NW_003526943.1,4571735,149
NW_003526943.1,4571737,150
NW_003526943.1,4571745,147
NW_003526943.1,4571749,151
NW_003526943.1,4571803,130
NW_003526943.1,4571805,127
NW_003526943.1,4571855,190
NW_003526943.1,4571857,192
NW_003526943.1,4571858,192
NW_003526943.1,4571859,155
NW_003526943.1,4571865,128
NW_003526943.1,4571871,132
NW_003526943.1,4571872,134
NW_003526943.1,4571873,135
NW_003526943.1,4571875,139
NW_003526943.1,4571876,141
NW_003526943.1,4571881,145
NW_003526943.1,4571888,142
NW_003526943.1,4571889,143
NW_003526943.1,4571897,144
NW_003526943.1,4571898,144
NW_003526943.1,4571901,142
NW_003526943.1,4574396,165
NW_003526943.1,4575578,114
NW_003526943.1,4576428,140
NW_003526943.1,4578535,156
NW_003526943.1,4579036,131
NW_003526943.1,4581868,116
NW_003526943.1,11032675,92
NW_003526943.1,11032678,91
NW_003526943.1,11032680,113
NW_003526943.1,11032681,115
NW_003526943.1,11032684,115
NW_003526943.1,11032686,116
NW_003526943.1,11032693,42
NW_003526943.1,11032724,55
NW_003526943.1,11032732,56
NW_003526943.1,11033008,146
NW_003526943.1,11033019,138
NW_003526943.1,11033020,139
NW_003526943.1,11033022,139
NW_003526943.1,11033062,101
NW_003526943.1,11033088,57
NW_003526943.1,11033105,41
NW_003526943.1,11037619,159
NW_003526943.1,11037620,162
NW_003526943.1,11037626,160
NW_003526943.1,11037634,156
NW_003526943.1,11037646,154
NW_003526943.1,11037647,155
NW_003526943.1,11037648,156
NW_003526943.1,11037652,155
NW_003526943.1,11037654,154
NW_003526943.1,11037656,154
NW_003526943.1,11037657,153
NW_003526943.1,11037659,149
NW_003526943.1,11037660,150
NW_003526943.1,11037661,150
NW_003526943.1,11037663,149
NW_003526943.1,11037665,152
NW_003526943.1,11037667,147
NW_003526943.1,11037670,144
NW_003526943.1,11037671,146
NW_003526943.1,11037673,150
NW_003526943.1,11037674,151
NW_003526943.1,11037675,155
NW_003526943.1,11037676,154
NW_003526943.1,11037677,153
NW_003526943.1,11037678,152
NW_003526943.1,11037680,153
NW_003526943.1,11037681,154
NW_003526943.1,11037682,153
NW_003526943.1,11037687,153
NW_003526943.1,11037688,154
NW_003526943.1,11037690,150
NW_003526943.1,11037691,150
NW_003526943.1,11037692,155
NW_003526943.1,11037693,157
NW_003526943.1,11037696,153
NW_003526943.1,11037700,148
